rank,inep_code,school,state,city,school_type,location,students,ch,cn,lc,mt,rd,average_exam
6107,29402830,EE - COLEGIO MODELO LUIS EDUARDO MAGALHAES - TEMPO INTEGRAL,Bahia,Vitória da Conquista,Estadual,Urbana,110,504.93,474.87,520.41,523.95,623.45,529.52
6108,35031860,MARIA LUIZA FORMOZINHO RIBEIRO PROFESSORA,São Paulo,Presidente Prudente,Estadual,Urbana,94,514.5,474.54,534.99,531.38,592.13,529.51
6109,31103331,EE EMIDIO DE SALES,Minas Gerais,Itambé do Mato Dentro,Estadual,Urbana,12,482.9,475.42,519.96,504.25,665,529.51
6110,35047466,DJANIRA VELHO PROFESSORA,São Paulo,Ribeirão Preto,Estadual,Urbana,75,519.19,468.36,528.44,508.58,622.93,529.5
6111,35923904,SERGIO VIEIRA DE MELLO DIPLOMATA,São Paulo,São Bernardo do Campo,Estadual,Urbana,64,512.9,469.2,549.44,522.8,593.13,529.49
6112,52020851,COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS ARLINDO COSTA,Goiás,Anápolis,Estadual,Urbana,98,514.88,474.01,520.67,536.22,601.63,529.48
6113,24001759,COLEGIO MARIA AUXILIADORA COSTA,Rio Grande do Norte,Mossoró,Privada,Urbana,10,494.04,485.47,535.85,524.03,608,529.48
6114,16007794,ESCOLA META,Amapá,Macapá,Privada,Urbana,32,512.14,491.36,530.58,521.33,591.88,529.46
6115,42023718,EEB PEDRO AMERICO,Santa Catarina,Agrolândia,Estadual,Urbana,19,530.98,478.84,531.59,511.06,594.74,529.44
6116,31035262,EE PROFESSOR JOAO ALVES FILGUEIRAS CAMPOS,Minas Gerais,Pedra do IndaiÁ,Estadual,Urbana,19,502.01,485.72,517.08,541.31,601.05,529.43
6117,31170798,EE DOUTOR EMILIO SILVEIRA,Minas Gerais,Alfenas,Estadual,Urbana,87,507.74,471.59,525.56,533.06,609.2,529.43
6118,31002313,EE ARI DA FRANCA,Minas Gerais,Belo Horizonte,Estadual,Urbana,262,516.66,481.48,536.5,535.23,577.18,529.41
6119,43025242,COL ESTADUAL JACOB ARNT,Rio Grande do Sul,Bom Retiro do Sul,Estadual,Urbana,29,519.98,458.8,531.59,529.04,607.59,529.4
6120,35018715,ANTONIO VILELA JUNIOR PROFESSOR,São Paulo,Campinas,Estadual,Urbana,21,517.51,480.86,527.35,523.12,598.1,529.39
6121,33113122,ESCOLA SESI SANTA CRUZ,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,24,524.6,490.88,526,546.21,559.17,529.37
6122,41136306,ARLINDA F CREPLIVE C E EF M PROFIS,Paraná,Quatro Barras,Estadual,Urbana,28,498.94,479.45,530.49,540.07,597.86,529.36
6123,31019798,EE JOSEFINA VIEIRA,Minas Gerais,Santa Rita de Minas,Estadual,Urbana,28,505.47,486.54,522.37,514.54,617.86,529.36
6124,15517780,SOCIEDADE CIVIL EDUCACIONAL MADRE CELESTE,Pará,Belém,Privada,Urbana,25,523.59,504.39,527.59,510.29,580.8,529.33
6125,35009441,ALFREDO BURKART PROFESSOR,São Paulo,São Caetano do Sul,Estadual,Urbana,34,520.82,466.72,532.06,548.16,578.82,529.32
6126,35008357,JOAO GALEAO CARVALHAL SENADOR,São Paulo,Santo André,Estadual,Urbana,103,517.68,475.83,537.49,535.77,579.81,529.32
6127,35037710,MILTON DA SILVA RODRIGUES PROFESSOR,São Paulo,São Paulo,Estadual,Urbana,97,519.31,470.58,541.66,516.99,597.94,529.29
6128,31054810,EE ANTONIO CARLOS,Minas Gerais,Conceição das Pedras,Estadual,Urbana,18,509.66,507.18,524.74,532.62,572.22,529.28
6129,42045525,EEB DEP AUGUSTO BRESOLA,Santa Catarina,Vargem,Estadual,Urbana,12,512.47,491.12,532.95,526.49,583.33,529.27
6130,53007468,REDE DE ENSINO CERTO,Distrito Federal,Brasília,Privada,Urbana,13,544.4,469.65,539.02,480.97,612.31,529.27
6131,25093835,EECI LUIS RAMALHO,Paraíba,João Pessoa,Estadual,Urbana,62,513.63,470.82,533.41,507.84,620.65,529.27
6132,51043360,ESCOLA DE EDUCACAO BASICA ROBERTO COCHRANE SIMONSEN - SESIESCOLA - VG,Mato Grosso,Várzea Grande,Privada,Urbana,28,497.11,503.81,519.39,527.47,598.57,529.27
6133,41071255,ELEODORO E PEREIRA C E EF M PROFIS,Paraná,Cascavel,Estadual,Urbana,110,515.14,482.54,530.08,525.81,592.73,529.26
6134,43065600,INST EST EDUC PROFESSORA IRMA TEOFANIA,Rio Grande do Sul,Garibaldi,Estadual,Urbana,52,519.77,474.29,528.96,554.81,568.46,529.26
6135,33049815,CE SANTO INACIO,Rio de Janeiro,Duque de Caxias,Estadual,Urbana,14,497.76,468.54,520.24,495.46,664.29,529.26
6136,41145623,CECILIA MEIRELES C E EF M,Paraná,Ubiratã,Estadual,Urbana,37,501.12,470.01,516.94,531.72,626.49,529.26
6137,35028472,EDMUR NEVES PROFESSOR,São Paulo,Mirassol,Estadual,Urbana,108,514.73,468.03,530.31,541.49,591.67,529.25
6138,31191221,EE DONA CANUTA ROSA OLIVEIRA BARBOSA,Minas Gerais,Ipatinga,Estadual,Urbana,99,499.27,459.31,516.01,517.3,654.34,529.25
6139,35010352,WANDYCK FREITAS JORNALISTA,São Paulo,Taboão da Serra,Estadual,Urbana,56,517.44,475.21,539.72,531.34,582.5,529.24
6140,29398053,ESCOLA DOM PEDRO II,Bahia,Camaçari,Privada,Urbana,26,517.23,466.71,521.88,504.04,636.15,529.2
6141,35005997,VALDIVINO DE CASTRO PEREIRA,São Paulo,Guarulhos,Estadual,Urbana,21,530.84,463.53,538.93,539.34,573.33,529.2
6142,42052254,EEB PROF ZELIA SCHARF,Santa Catarina,Chapecó,Estadual,Urbana,48,525.45,477.1,530.09,532.37,580.83,529.17
6143,25061402,EEEFM FRANCISCO A SILVA,Paraíba,Areial,Estadual,Urbana,37,506.01,477.17,514.84,505.09,642.7,529.16
6144,35115848,NIVALDO SALCH STIPP PROF ESCOLAS INTEGRADAS,São Paulo,Barra Bonita,Privada,Urbana,10,499.7,511.02,551.29,519.77,564,529.16
6145,35016780,ODILON BATISTA JORDAO VEREADOR,São Paulo,Pilar do Sul,Estadual,Urbana,86,517.98,474.07,528.91,540.6,584.19,529.15
6146,31023302,EE PROFESSORA GERALDA OTONI BARBOSA,Minas Gerais,Capelinha,Estadual,Urbana,22,521.56,484.35,526.75,546.71,566.36,529.15
6147,43043143,ESC EST ENS MED ALEXANDRE ZATTERA,Rio Grande do Sul,Caxias do Sul,Estadual,Urbana,32,517.42,483.4,541.77,536.88,566.25,529.14
6148,33026386,CIEP 253 GUIMARAES ROSA,Rio de Janeiro,Araruama,Estadual,Urbana,29,515.54,458.99,536.53,516.01,618.62,529.14
6149,42017700,EEB RAULINO HORN,Santa Catarina,Indaial,Estadual,Urbana,86,520.05,490.06,536.89,536.99,561.63,529.12
6150,41031857,MARCELINO CHAMPAGNAT C E EF M,Paraná,Londrina,Estadual,Urbana,68,516.69,486.05,539.3,545.33,558.24,529.12
6151,35008837,JOAO FIRMINO CORREIA DE ARAUJO DOUTOR,São Paulo,São Bernardo do Campo,Estadual,Urbana,56,510.9,488.49,539.86,517.05,589.29,529.12
6152,33055874,COL MONSENHOR RAEDER,Rio de Janeiro,Niterói,Privada,Urbana,10,510.27,488.94,521.79,510.57,614,529.11
6153,43030297,ESC EST ED BAS SYLVIO DAL MORO,Rio Grande do Sul,Cacique Doble,Estadual,Urbana,19,523.56,479.26,512.63,540.61,589.47,529.11
6154,23246863,EEEP WELLINGTON BELEM DE FIGUEIREDO,Ceará,Nova Olinda,Estadual,Rural,153,492.1,460.75,508.44,530.18,653.99,529.09
6155,43121870,ESC EST ENS MED NOSSA SENHORA DO ROSARIO,Rio Grande do Sul,Santa Cruz do Sul,Estadual,Urbana,18,513.41,473.05,529.05,568.83,561.11,529.09
6156,24059250,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,Rio Grande do Norte,Natal,Privada,Urbana,51,519.95,478.45,520.97,509.58,616.47,529.08
6157,41059638,ANTONIO E MARCOS CAVANIS C E EF M,Paraná,Castro,Estadual,Urbana,41,529.62,488.48,540.77,522.6,563.9,529.07
6158,41129512,GABRIELA MISTRAL C E EF M,Paraná,Curitiba,Estadual,Urbana,14,516.74,466.26,550.45,527.64,584.29,529.07
6159,43060420,ESC EST ED BAS VIDAL DE NEGREIROS,Rio Grande do Sul,Estrela,Estadual,Urbana,25,519.98,482.1,533.09,546.18,564,529.07
6160,21199310,IFMA - CAMPUS CAXIAS,Maranhão,Caxias,Federal,Rural,91,514.78,470.44,522.26,498.05,639.78,529.06
6161,31075329,EE DOUTOR ELOY WERNER,Minas Gerais,Manhuaçu,Estadual,Urbana,18,496.33,489.8,514.54,563.46,581.11,529.05
6162,13099884,EETI ENGENHEIRO PROFESSOR SERGIO ALFREDO PESSOA FIGUEIREDO,Amazonas,Manaus,Estadual,Urbana,92,504.77,462.57,525.19,498.28,654.35,529.03
6163,31119024,EE PROFESSOR ZAMA MACIEL,Minas Gerais,Patos de Minas,Estadual,Urbana,53,504.24,478.23,523.69,526.52,612.45,529.03
6164,52033520,COLEGIO ESTADUAL JARDIM VILA BOA,Goiás,Goiânia,Estadual,Urbana,123,509.06,476.86,519.45,510.48,629.27,529.02
6165,31174149,EE DOUTOR HUMBERTO SANCHES,Minas Gerais,São Lourenço,Estadual,Urbana,76,515.09,473.45,532.75,540.11,583.68,529.02
6166,52058484,CENTRO DE ENSINO EM PERIODO INTEGRAL CALDAS NOVAS,Goiás,Caldas Novas,Estadual,Urbana,44,511.69,493.59,524.05,534.37,581.36,529.01
6167,43012299,ESC EST ENS MED DEMETRIO RIBEIRO,Rio Grande do Sul,Alegrete,Estadual,Urbana,89,514.4,485.76,530.74,524.23,589.89,529.01
6168,35022068,PEDRO JOSE NETO,São Paulo,Araraquara,Estadual,Urbana,66,517.18,480.26,532.34,519.68,595.45,528.98
6169,29305390,EE - COMPLEXO INTEGRADO DE EDUCACAO DE ITABUNA - CIE ITABUNA ANTIGO DONA AMELIA AMADO,Bahia,Itabuna,Estadual,Urbana,39,509.44,477.89,524.93,520.35,612.31,528.98
6170,41123565,FAZENDA VELHA C E EF M,Paraná,Araucária,Estadual,Urbana,65,521.92,473.73,530.77,543.03,575.38,528.97
6171,28007190,COLEGIO ESTADUAL PROFESSOR NESTOR CARVALHO LIMA,Sergipe,Itabaiana,Estadual,Urbana,101,501.25,463.97,515.37,507.01,657.23,528.97
6172,31055093,EE CONEGO FRANCISCO STELLA,Minas Gerais,Estiva,Estadual,Urbana,35,506.43,473.36,506.86,552.41,605.71,528.96
6173,13025295,COLEGIO ADVENTISTA DA CIDADE NOVA,Amazonas,Manaus,Privada,Urbana,25,505.53,479.66,543.75,535.8,580,528.95
6174,42085500,EEB GOMES CARNEIRO,Santa Catarina,Xaxim,Estadual,Urbana,69,523.96,477.93,523.26,545.03,574.49,528.93
6175,41131460,NARCISO MENDES C E PROF EF M,Paraná,Curitiba,Estadual,Urbana,56,521.24,470.73,534.84,558.22,559.64,528.93
6176,31045799,EE NOSSA SENHORA DO PATROCINIO,Minas Gerais,Virginópolis,Estadual,Urbana,34,509.87,472.12,518.55,521.73,622.35,528.92
6177,23246723,EEEP GUIOMAR BELCHIOR AGUIAR,Ceará,Cariré,Estadual,Urbana,118,500.94,470.32,521.47,530.7,621.19,528.92
6178,33082146,CE DOUTOR ALBERT SABIN,Rio de Janeiro,Rio de Janeiro,Estadual,Urbana,350,513.22,487.21,532.79,524.39,586.97,528.92
6179,33172030,CENTRO EDUCACIONAL INACIO MEDEIROS - CEIM UNIDADE,Rio de Janeiro,Angra dos Reis,Privada,Urbana,13,515.22,487.57,525.58,557.66,558.46,528.9
6180,33031509,CE OLIVEIRA BOTELHO,Rio de Janeiro,Resende,Estadual,Urbana,64,522.05,480.14,539.61,528.93,573.75,528.9
6181,31356808,EE JOAO RAMOS FILHO,Minas Gerais,Mariana,Estadual,Urbana,52,520.49,474.65,518.02,501.6,629.62,528.88
6182,43101895,COL ESTADUAL CASSIANO DO NASCIMENTO,Rio Grande do Sul,Pelotas,Estadual,Urbana,43,522.68,479.9,529.53,517.81,594.42,528.87
6183,31191418,EE PRUDENTE DE MORAIS,Minas Gerais,Mesquita,Estadual,Urbana,14,520.96,455.62,516.43,519.89,631.43,528.87
6184,42058732,EEB PROF JUREMA SAVI MILANEZ,Santa Catarina,Quilombo,Estadual,Urbana,59,509.64,475.89,508.37,520.59,629.83,528.86
6185,52100901,IF GOIANO - CAMPUS AVANCADO HIDROLANDIA,Goiás,Hidrolândia,Federal,Rural,27,511.59,486.78,530.38,511.86,603.7,528.86
6186,41036824,GODOY MOREIRA C E DO C EF M,Paraná,Godoy Moreira,Estadual,Urbana,10,523.31,443.09,531.99,499.76,646,528.83
6187,17004985,CENTRO DE ENSINO MEDIO BENJAMIM JOSE DE ALMEIDA,Tocantins,Araguaína,Estadual,Urbana,34,502.16,460.15,518.78,502.39,660.59,528.81
6188,43026397,ESC EST ENS MED ERNI OSCAR FAUTH,Rio Grande do Sul,Brochier,Estadual,Urbana,13,516.72,489.14,520.46,534.65,583.08,528.81
6189,32062222,ESCOLA FAMILIA AGRICOLA DE RIO BANANAL,Espirito Santo,Rio Bananal,Privada,Rural,10,531.41,502.36,539.57,536.64,534,528.8
6190,29243882,EE - COLEGIO ESTADUAL ANTONIO BATISTA - TEMPO INTEGRAL,Bahia,Candiba,Estadual,Urbana,97,488.25,467.04,486.45,495.88,706.19,528.76
6191,41010132,RUI BARBOSA C E EM,Paraná,Japurá,Estadual,Urbana,31,499.47,481.11,528.49,539.24,595.48,528.76
6192,35031525,IDENE RODRIGUES DOS SANTOS PROF,São Paulo,Junqueirópolis,Estadual,Urbana,56,516.51,482.15,536.02,529.81,579.29,528.76
6193,31054879,EE PROFESSOR MAXIMIANO LAMBERT,Minas Gerais,Córrego do Bom Jesus,Estadual,Urbana,23,502.75,452.67,523.94,536.54,627.83,528.75
6194,35119520,SOBEN CENTRO EDUCACIONAL,São Paulo,Francisco Morato,Privada,Urbana,13,518.83,511.81,550.38,502.69,560,528.74
6195,35008825,LAUDO FERREIRA DE CAMARGO MINISTRO,São Paulo,São Bernardo do Campo,Estadual,Urbana,47,526.11,468.68,545.02,539.62,564.26,528.74
6196,35022792,JOAO MARCIANO DE ALMEIDA DR,São Paulo,Franca,Estadual,Urbana,109,511.57,462.96,531.68,535.26,602.2,528.73
6197,41037928,PANAMERICANO COLEGIO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,Paraná,Ivaiporã,Privada,Urbana,13,498.15,480.86,541.8,550.42,572.31,528.71
6198,17007500,COLEGIO JOAO XXIII,Tocantins,Colinas do Tocantins,Estadual,Urbana,38,510.72,481.76,521.37,531.7,597.89,528.69
6199,43167586,ESC EST ENS MED GOV WALTER JOBIM,Rio Grande do Sul,Viamão,Estadual,Urbana,18,528.31,468.49,534.71,515.2,596.67,528.68
6200,51029324,ESPSG JOAO SATO,Mato Grosso,Araputanga,Estadual,Urbana,26,503.67,459.86,521.41,518.41,640,528.67
6201,35008874,ROBERT KENNEDY SENADOR,São Paulo,São Bernardo do Campo,Estadual,Urbana,34,513.06,489.88,527.96,545.39,567.06,528.67
6202,42079683,EEB PROF MARIA SOLANGE LOPES DE BORBA,Santa Catarina,São João do Sul,Estadual,Urbana,14,499.46,473.76,509.29,530.8,630,528.66
6203,31020656,EE ALAIDE DORNELAS NEPOMUCENO,Minas Gerais,São Domingos das Dores,Estadual,Urbana,29,508.64,468.7,516.16,542.14,607.59,528.65
6204,31203564,EE CORONEL MARIO CAMPOS,Minas Gerais,São Francisco de Paula,Estadual,Urbana,34,523.4,478.93,532.62,502.82,605.29,528.62
6205,22077804,U E JOMASIO DOS SANTOS BARROS,Piauí,Bocaina,Estadual,Urbana,18,500.23,458.26,510.91,528.07,645.56,528.61
6206,33028605,CE DOUTOR FRANCISCO DE PAULA PARANHOS,Rio de Janeiro,Iguaba Grande,Estadual,Urbana,75,512.33,475.52,534.13,518.09,602.93,528.6
6207,23252499,DUQUE DE CAXIAS COLEGIO,Ceará,Fortaleza,Privada,Urbana,16,513.91,472.89,523.11,535.58,597.5,528.6
6208,35482912,PARAMETROS COLEGIO,São Paulo,São Paulo,Privada,Urbana,22,509.46,450.85,535.7,552.4,594.55,528.59
6209,35021635,PEDRO RAPHAEL DA ROCHA,São Paulo,Santa Gertrudes,Estadual,Urbana,40,513.37,486.4,534.48,541.72,567,528.59
6210,26441713,EXATO COLEGIO E CURSO CARUARU LTDA,Pernambuco,Caruaru,Privada,Urbana,11,502.42,486.19,545.82,552.09,556.36,528.58
6211,31137235,EE DOUTOR BENEDITO LEITE RIBEIRO,Minas Gerais,Guaxupé,Estadual,Urbana,98,509.98,476.12,522.71,538.55,595.51,528.58
6212,41126106,JOAO BOSCO C E D EF M,Paraná,Colombo,Estadual,Urbana,10,528.92,483.07,532.55,524.33,574,528.57
6213,43081304,ESC EST ENS MED DR ARABY AUGUSTO NACUL,Rio Grande do Sul,Lagoa Vermelha,Estadual,Urbana,61,511.12,462.58,529.83,527.87,611.48,528.57
6214,42055954,EEB RODRIGUES ALVES,Santa Catarina,Saudades,Estadual,Urbana,43,506.9,473.96,520.27,554.68,586.98,528.56
6215,15167100,IFPA - CAMPUS CAMETA,Pará,Cametá,Federal,Urbana,15,475.36,492.72,497.53,507.81,669.33,528.55
6216,35018089,ANTONIO ALVES ARANHA PROFESSOR,São Paulo,Valinhos,Estadual,Urbana,148,518.78,475.96,538.15,525.5,584.32,528.54
6217,31032310,EE CHIQUINHA SOARES,Minas Gerais,Bom Despacho,Estadual,Urbana,50,511.72,474.09,534.78,527.29,594.8,528.53
6218,32025920,CEEMTI AFONSO CLAUDIO,Espirito Santo,Afonso Cláudio,Estadual,Urbana,75,507.9,475.95,525.7,540.83,592.27,528.53
6219,24064459,EE DIRAN RAMOS DO AMARAL,Rio Grande do Norte,Mossoró,Estadual,Urbana,26,492.08,462.6,518.1,509.08,660.77,528.53
6220,43139604,INST EST EDUC PROF PEDRO SCHNEIDER,Rio Grande do Sul,São Leopoldo,Estadual,Urbana,58,527.52,469.43,538.32,522.12,585.17,528.51
6221,50004344,EE SAO GABRIEL,Mato Grosso do Sul,São Gabriel do Oeste,Estadual,Urbana,65,514.4,484.92,524.28,522.65,596.31,528.51
6222,43121489,COL ESTADUAL MONTE ALVERNE,Rio Grande do Sul,Santa Cruz do Sul,Estadual,Urbana,22,504.48,481.95,523.1,522.97,610,528.5
6223,31159671,EE MARECHAL HUMBERTO ALENCAR CASTELO BRANCO,Minas Gerais,Uberaba,Estadual,Urbana,63,514.32,464.56,531.32,518.55,613.65,528.48
6224,29138434,EE - COLEGIO ESTADUAL JOAO CARNEIRO - POV VILA DO CARNEIRO,Bahia,Conceição do Coité,Estadual,Rural,12,505.06,479.59,527.93,539.72,590,528.46
6225,35003682,FERNAO DIAS PAES,São Paulo,São Paulo,Estadual,Urbana,124,524.82,473.84,537.58,519.9,586.13,528.45
6226,43114741,ESC EST ENS MED ALEXANDRINO DE ALENCAR,Rio Grande do Sul,Passo do Sobrado,Estadual,Urbana,13,525.04,454.6,532.22,544.18,586.15,528.44
6227,35041270,JULIETA VIANNA SIMOES DE SANT ANNA PROFESSORA,São Paulo,São Bernardo do Campo,Estadual,Urbana,12,503.52,484.38,520.77,508.53,625,528.44
6228,43076637,INST EST EDUC VISCONDE DE TAUNAY,Rio Grande do Sul,Iraí,Estadual,Urbana,30,512.81,471.13,524.11,517.35,616.67,528.41
6229,41072138,SAO CRISTOVAO C E EF M,Paraná,Cascavel,Estadual,Urbana,26,521.08,467.48,535.27,546.67,571.54,528.41
6230,35019379,FRANCISCO NAPOLEAO MAIA PROFESSOR,São Paulo,Jundiaí,Estadual,Urbana,48,532.72,480.34,533.7,511.09,584.17,528.4
6231,42073448,EEB CECILIA VIVAN,Santa Catarina,Salto Veloso,Estadual,Urbana,14,538.48,511.09,519.24,574.62,498.57,528.4
6232,42005132,EEB SAO TARCISIO,Santa Catarina,São Bonifácio,Estadual,Urbana,10,522.12,480.5,515.86,539.47,584,528.39
6233,35023851,ALBERTO SANTOS DUMONT,São Paulo,Ribeirão Preto,Estadual,Urbana,114,513.2,479.58,532.74,524.63,591.75,528.38
6234,29205000,EE - COLEGIO ESTADUAL PAPA JOAO PAULO I,Bahia,Brotas de Macaúbas,Estadual,Urbana,11,490.34,468.24,501.05,545.87,636.36,528.37
6235,35921385,ELISIO DE OLIVEIRA NEVES VEREADOR,São Paulo,Guarulhos,Estadual,Urbana,40,512.75,467.65,542.46,550.99,568,528.37
6236,35044817,LUIS DA CAMARA CASCUDO,São Paulo,Jandira,Estadual,Urbana,12,521.61,441.67,550.69,487.85,640,528.36
6237,42020816,EEB GIOVANI PASQUALINI FARACO,Santa Catarina,Joinville,Estadual,Urbana,57,508.54,467.91,527.68,533.04,604.56,528.35
6238,42034817,EEB ADOLFO JOSE MARTINS,Santa Catarina,Bom Jardim da Serra,Estadual,Urbana,17,502.78,460.38,530.95,521.66,625.88,528.33
6239,33170150,CE HEBE CAMARGO,Rio de Janeiro,Rio de Janeiro,Estadual,Urbana,79,508.05,467.77,530.96,523.96,610.89,528.33
6240,52008681,CENTRO DE ENSINO EM PERIODO INTEGRAL JOAQUIM MARIA DE GODOI,Goiás,Niquelândia,Estadual,Urbana,81,495.77,476.35,516.03,521.87,631.6,528.32
6241,41025695,IZIDORO L CERAVOLO C E PROF EF M PROFIS,Paraná,Apucarana,Estadual,Urbana,101,514.44,477.79,528.46,532,588.91,528.32
6242,42068649,EEB DEP NILTON KUCKER,Santa Catarina,Itajaí,Estadual,Urbana,32,521.9,476.39,533.98,510.5,598.75,528.3
6243,35021623,JOSE FERNANDES PROFESSOR,São Paulo,Rio Claro,Estadual,Urbana,17,527.11,483.41,536.99,545.67,548.24,528.28
6244,42095735,EEB ROBERTO MORITZ,Santa Catarina,Ituporanga,Estadual,Urbana,68,510.65,479.62,527.07,526.86,597.06,528.25
6245,50019660,EE 13 DE MAIO,Mato Grosso do Sul,Deodápolis,Estadual,Urbana,49,510.32,467.24,515.11,523.6,624.9,528.23
6246,35101761,SESI 329 CENTRO EDUCACIONAL,São Paulo,São Paulo,Privada,Urbana,23,510.57,477.31,536.35,527.18,589.57,528.19
6247,41066731,SANTO AGOSTINHO C E EF M PROFIS N,Paraná,Palotina,Estadual,Urbana,51,528.52,473.15,531.18,523.77,584.31,528.19
6248,23545720,EEEP DEPUTADO JOSE WALFRIDO MONTEIRO,Ceará,Icó,Estadual,Urbana,160,512.57,461.33,522.99,532.92,611.13,528.19
6249,33063575,COL PINHEIRO GUIMARAES,Rio de Janeiro,Rio de Janeiro,Privada,Urbana,20,518.82,494.17,543.43,540.46,544,528.18
6250,23078529,EEMTI VISCONDE DO RIO BRANCO,Ceará,Fortaleza,Estadual,Urbana,49,513.45,472.27,522.5,517.96,614.69,528.18
6251,41039157,RENI C GAMPER C E PROFA EM PROFIS N,Paraná,Manoel Ribas,Estadual,Urbana,54,500.75,483.78,518.36,505.76,632.22,528.18
6252,41129687,GUIDO STRAUBE C E PROF EF M PROFIS,Paraná,Curitiba,Estadual,Urbana,11,509.27,460.89,552.18,551.22,567.27,528.17
6253,41137540,HERBERT DE SOUZA C E EF M,Paraná,São José dos Pinhais,Estadual,Urbana,25,517.59,467.34,538.14,534.52,583.2,528.16
6254,15159264,CENTRO DE ESTUDOS ANTENOR REIS - AGUAS LINDAS,Pará,Belém,Privada,Urbana,18,526.01,483.08,523.29,495.04,613.33,528.15
6255,43148182,ESC EST ED BAS PADRE AFFONSO DIEHL,Rio Grande do Sul,Segredo,Estadual,Urbana,29,519.09,461.3,513.17,515.44,631.72,528.15
6256,50006240,EE WALDEMIR BARROS DA SILVA,Mato Grosso do Sul,Campo Grande,Estadual,Urbana,82,517.86,476.84,528.24,529.93,587.8,528.14
6257,42023246,EEB PROF HENRIQUE DA SILVA FONTES,Santa Catarina,Rio do Sul,Estadual,Urbana,51,535.34,470.11,532.24,515.47,587.45,528.12
6258,43111564,INST EST EDUC PROFESSOR DIEHL,Rio Grande do Sul,Quaraí,Estadual,Urbana,57,526.4,478.27,534.77,526.37,574.74,528.11
6259,42056470,EEB RUDOLFO LUZINA,Santa Catarina,Nova Erechim,Estadual,Urbana,25,524.1,472.07,520.29,557.43,566.4,528.06
6260,33142319,CE JOAO MAURICIO BRUM,Rio de Janeiro,Santo Antônio de Pádua,Estadual,Rural,18,509.33,465.91,517.19,513.34,634.44,528.04
6261,23238194,EEEP IRMA ANA ZELIA DA FONSECA,Ceará,Milagres,Estadual,Urbana,158,500.31,464.33,514.21,516.92,644.43,528.04
6262,26024551,ESCOLA DE REFERENCIA EM ENSINO MEDIO CONEGO OLIMPIO TORRES,Pernambuco,Tuparetama,Estadual,Urbana,39,484.12,451.11,515.59,536.05,653.33,528.04
6263,41132300,PEDRO MACEDO C E EF M PROFIS,Paraná,Curitiba,Estadual,Urbana,234,524.41,473.56,537.72,535.36,569.15,528.04
6264,35027121,LESBINO DE SOUZA ALKIMIN,São Paulo,Populina,Estadual,Urbana,13,495.44,455.75,513.88,541.27,633.85,528.04
6265,22139893,INSTITUTO EDUCACIONAL SAO MATEUS,Piauí,Teresina,Privada,Urbana,21,505.33,474.41,526.44,492.05,641.9,528.03
6266,33061629,CENTRO EDUC BETEL MATRIZ,Rio de Janeiro,Queimados,Privada,Urbana,29,487.93,480.42,526.76,516.64,628.28,528
6267,43139116,CENT EST ED PRO VISCONDE DE SAO LEOPOLDO,Rio Grande do Sul,São Leopoldo,Estadual,Urbana,23,520.52,498.62,538.87,540.25,541.74,528
6268,43074200,ESC TECNICA EST 25 DE JULHO,Rio Grande do Sul,Ijuí,Estadual,Urbana,151,522.4,481.24,530.91,543.49,561.85,527.98
6269,35914265,ANGELINA LIA ROLFSEN PROFA,São Paulo,Araraquara,Estadual,Urbana,12,510.63,467.57,520.39,556.31,585,527.98
6270,35007183,LUIZ BIANCONI,São Paulo,Suzano,Estadual,Urbana,45,521.66,464.68,536.59,518.24,598.67,527.97
6271,42080754,EEB GOV IVO SILVEIRA,Santa Catarina,Brusque,Estadual,Urbana,11,512.35,463.9,540.54,501.22,621.82,527.96
6272,35910193,VERA LUCIA TORRES RODRIGUES AFFONSO PROFESSORA,São Paulo,Poá,Estadual,Urbana,22,518.7,483.4,533.67,520.34,583.64,527.95
6273,29446465,CENTRO EDUCACIONAL PIAGET,Bahia,Dias D`Ávila,Privada,Urbana,14,508.66,480.46,555.37,492.37,602.86,527.94
6274,33098972,CEJA DE ITAPERUNA,Rio de Janeiro,Itaperuna,Estadual,Urbana,10,545.11,504.92,542.64,565.03,482,527.94
6275,31032344,EE PROFESSOR WILSON LOPES DO COUTO,Minas Gerais,Bom Despacho,Estadual,Urbana,62,503.63,470.11,525.87,530.38,609.68,527.94
6276,42024501,EEB WALMOR RIBEIRO,Santa Catarina,Ibirama,Estadual,Urbana,16,526.45,479.54,545.69,536.69,551.25,527.92
6277,42095778,EEB VER PAULO FRANCA,Santa Catarina,Ituporanga,Estadual,Urbana,11,495.25,472.07,509.5,531.87,630.91,527.92
6278,27016269,CENTRO EDUCACIONAL SANTA CECILIA,Alagoas,Arapiraca,Privada,Urbana,13,487.51,467.97,515.51,559.26,609.23,527.9
6279,43080405,COL ESTADUAL ANTONIO MASTELLA,Rio Grande do Sul,Jóia,Estadual,Urbana,15,523.71,476.95,519.29,500.67,618.67,527.86
6280,31159506,EE CORONEL JOSE AFONSO DE ALMEIDA,Minas Gerais,Sacramento,Estadual,Urbana,88,503.61,476.16,520.12,548.25,591.14,527.86
